tip.label
Perdita labrata
Perdita lucens
Perdita salviae
Perdita subfasciata
Hylaeus nevadensis
Hylaeus conspicuus
Hylaeus personatellus
Hylaeus transvittatus
Agapostemon obliquus
Andrena latifrons
Dufourea neocalifornica
Hesperapis fuchsi
Hesperapis parva
Ashmeadiella lateralis
Ceratina tejonensis
Triepeolus mojavensis
Ceratina hurdi
Triepeolus antiochensis
Triepeolus californicus
Triepeolus concavus
Triepeolus distinctus
Triepeolus helianthi
Triepeolus utahensis
Brachynomada melanantha
Triepeolus timberlakei
Triepeolus ancoratus
Triepeolus townsendi
Nomada citrina
Nomada elegantula
Nomada hemphilli
Centris californica
Habropoda dammersi
Anthophora forbesi
Anthophora lesquerellae
Anthophora vannigera
Habropoda laboriosa
Neolarra penicula
Eucera albescens
Eucera amsinckiae
Eucera cordleyi
Eucera hurdi
Eucera zonata
Megachile legalis
Megachile palmensis
Hesperapis rodecki
Anthophora boharti
Anthophorula albovestita
Anthophorula deserticola
Nomada avalonica
Nomada fragilis
Nomada pyrrha
Lasioglossum aspilurum
Megachile angularis
Andrena gordoni
Andrena cryptanthae
Andrena ferrugineipes
Andrena illustris
Andrena livida
Andrena taeniata
Andrena rehni
Andrena waldmerei
Anthophorula cerei
Anthophorula varleyi
Ashmeadiella leachi
Ashmeadiella stenognatha
Ashmeadiella parkinsoniae
Ashmeadiella pronitens
Atoposmia anthodyta
Andrena quercina
Andrena birtwelli
Andrena coconina
Andrena mesoleuca
Andrena monogonoparia
Andrena washingtoni
Andrena bendensis
Andrena chromotricha
Andrena citrinihirta
Andrena scutellinitens
Andrena submaura
Andrena murietae
Andrena timberlakei
Andrena apasta
Andrena blennospermatis
Andrena cyanosoma
Andrena foxii
Andrena lewisorum
Andrena macswaini
Andrena parachalybea
Andrena sperryi
Andrena subchalybea
Andrena auricoma
Andrena dissimulans
Andrena suavis
Andrena subdepressa
Andrena lativentris
Andrena subrubicunda
Andrena hilaris
Andrena lupinorum
Andrena crudeni
Andrena subnigripes
Andrena deserticola
Andrena flandersi
Atoposmia pycnognatha
Atoposmia daleae
Atoposmia namatophila
Atoposmia segregata
Atoposmia phaceliarum
Calliopsis smithi
Calliopsis xenus
Calliopsis pectidis
Calliopsis barbata
Calliopsis cazieri
Calliopsis mellipes
Calliopsis filiorum
Ceratina dallatorreana
Ceratina timberlakei
Chelostoma tetramerum
Colletes annae
Colletes laticinctus
Colletes linsleyi
Micralictoides mojavensis
Neolarra alba
Nomada parva
Osmia pagosa
Perdita optiva
Perdita sexfasciata
Colletes nitescens
Colletes wickhami
Colletes daleae
Colletes petalostemonis
Colletes prosopidis
Colletes solitarius
Colletes cercidii
Colletes perileucus
Colletes birkmanni
Conanthalictus deserticola
Dianthidium desertorum
Dianthidium platyurum
Dioxys pacificus
Triepeolus diversipes
Triepeolus norae
Triepeolus occidentalis
Triepeolus texanus
Triepeolus grindeliae
Triepeolus loomisorum
Triepeolus sarothrinus
Triepeolus segregatus
Dufourea campanulae
Dufourea desertorum
Dufourea fallugiae
Dufourea longiceps
Dufourea macswaini
Dufourea moldenkei
Dufourea neovernalis
Dufourea oenotherae
Dufourea pulchricornis
Dufourea snellingi
Dufourea sparsipunctata
Dufourea timberlakei
Dufourea torchioi
Eucera delphinii
Eucera dorsata
Eucera mohavensis
Eucera quadricincta
Eucera territella
Habropoda excellens
Halictus virgatellus
Hesperapis arenicola
Hoplitis emarginata
Hoplitis paiute
Hoplitis elongaticeps
Hoplitis torchioi
Hoplitis viridimicans
Hoplitis nigrella
Hoplitis shoshone
Hylaeus granulatus
Hylaeus sejunctus
Hylaeus cookii
Hylaeus sonorensis
Lasioglossum veganum
Lasioglossum sequoiae
Lasioglossum giffardi
Macrotera carinata
Stelis cockerelli
Megachile rossi
Megachile texensis
Megachile occidentalis
Megachile bradleyi
Megachile impartita
Megachile astragali
Megachile bruneri
Megachile hilata
Megachile instita
Megachile mojavensis
Megachile yumensis
Megachile azteca
Megachile cochisiana
Neolarra hurdi
Neolarra pruinosa
Nomada frieseana
Nomada rhodalis
Nomada opacella
Nomada perbella
Nomada rhodomelas
Nomada hesperia
Nomada coquilletti
Nomada ashmeadi
Nomada davidsoni
Nomada latifrons
Nomada obliquella
Nomada interruptella
Nomada morrisoni
Nomada obscurella
Nomada lewisi
Nomada vicinalis
